wavenumber,transmittance
4000.0,-0.0032536095975505943
3996.0,-0.005282298117059423
3992.0,-0.006486035027609626
3988.01,-0.005910622259088394
3984.01,-0.004531420206443238
3980.01,-0.004150006603142872
3976.01,-0.00527748591718253
3972.02,-0.006583374062016696
3968.02,-0.0062145668733509405
3964.02,-0.0037723707689606254
3960.02,-0.0008442591324455379
3956.03,0.0007012253020085826
3952.03,0.00031568381686243786
3948.03,-0.0010950740590750195
3944.03,-0.0024167360912703034
3940.04,-0.0033580641065047412
3936.04,-0.004115731901597912
3932.04,-0.0048633968075181425
3928.04,-0.005740378557575326
3924.05,-0.0066234216414267156
3920.05,-0.006879133462836084
3916.05,-0.006274368242925258
3912.05,-0.005846574979667735
3908.05,-0.006745949966975453
3904.06,-0.008345077720520377
3900.06,-0.008080619464856822
3896.06,-0.0050449569698770794
3892.06,-0.001670658569135265
3888.07,-0.0006294506791607868
3884.07,-0.0023299515909777535
3880.07,-0.004850207864634839
3876.07,-0.006407390044973878
3872.08,-0.00696368198661692
3868.08,-0.007606490249138529
3864.08,-0.009219446731619459
3860.08,-0.011468570856004091
3856.09,-0.012729741596581558
3852.09,-0.011674972889805759
3848.09,-0.009789431879500213
3844.09,-0.009322868095556124
3840.1,-0.0097840351647913
3836.1,-0.008743009082642103
3832.1,-0.006045249577592653
3828.1,-0.004669063990946745
3824.11,-0.005843954484247668
3820.11,-0.007125429026174999
3816.11,-0.005530932778871352
3812.11,-0.002298288206039545
3808.11,-0.00043877246160573593
3804.12,-0.0005014333265228256
3800.12,-0.0009717359576671621
3796.12,-0.00119708861136243
3792.12,-0.0022527712840580585
3788.13,-0.004505680872356324
3784.13,-0.006685606476598441
3780.13,-0.007290629745114366
3776.13,-0.006212942614539413
3772.14,-0.004222002414804909
3768.14,-0.0022507153676225916
3764.14,-0.0015759093209826284
3760.14,-0.002946770419619558
3756.15,-0.005510031442292666
3752.15,-0.007209445938201213
3748.15,-0.00704222270252181
3744.15,-0.006806041521326255
3740.16,-0.007950797560829637
3736.16,-0.009607343936974254
3732.16,-0.010671795180959854
3728.16,-0.011048491178599473
3724.16,-0.010633916236555109
3720.17,-0.0090981781225094
3716.17,-0.007059967570028865
3712.17,-0.0060775299763664754
3708.17,-0.006625252627214308
3704.18,-0.007298597616319439
3700.18,-0.007103953875335841
3696.18,-0.006453949638488843
3692.18,-0.005760931488906515
3688.19,-0.005075824190808845
3684.19,-0.005252324905377041
3680.19,-0.007426318291069919
3676.19,-0.010673042049085348
3672.2,-0.011266074119321732
3668.2,-0.007769925232260673
3664.2,-0.004129338189903571
3660.2,-0.0032904112635473576
3656.21,-0.004930593946987492
3652.21,-0.006923167756874873
3648.21,-0.007014983391637321
3644.21,-0.0051808362171333845
3640.21,-0.0029059401139369502
3636.22,-0.0014160143547533258
3632.22,-0.0015848498680947633
3628.22,-0.003038188537682766
3624.22,-0.0037808065273391912
3620.23,-0.0030808100033281162
3616.23,-0.002730052305147491
3612.23,-0.004008938252502399
3608.23,-0.005607122545662932
3604.24,-0.005896585296803959
3600.24,-0.005558569613182132
3596.24,-0.005944405600946428
3592.24,-0.006389776734785549
3588.25,-0.005211228991607194
3584.25,-0.003216379651678867
3580.25,-0.0030900617283611
3576.25,-0.005302857921893431
3572.26,-0.0074740672005450225
3568.26,-0.0070676300166708375
3564.26,-0.0042633637682251485
3560.26,-0.0016073323693950056
3556.26,-0.000674927622617532
3552.27,-0.0010140937810523536
3548.27,-0.001599580801403804
3544.27,-0.0020557351019787934
3540.27,-0.0028398437871091416
3536.28,-0.004341232029514357
3532.28,-0.006036028964281063
3528.28,-0.006804700539917768
3524.28,-0.006230225666652719
3520.29,-0.005134130114351242
3516.29,-0.00433420468476717
3512.29,-0.0037671444706389927
3508.29,-0.003273227520138834
3504.3,-0.0033179528511648173
3500.3,-0.004157976608239602
3496.3,-0.005021176733615012
3492.3,-0.0049015948605523755
3488.31,-0.003640218436357802
3484.31,-0.0019591518314564377
3480.31,-0.00064536775642692
3476.31,-8.479011488895866e-05
3472.32,-0.00028065712069413407
3468.32,-0.0009355665294851224
3464.32,-0.0017083040291969575
3460.32,-0.0027101528198716905
3456.32,-0.004202811814024412
3452.33,-0.005544616329003163
3448.33,-0.005477907348362563
3444.33,-0.003954642766563217
3440.33,-0.002604131976137882
3436.34,-0.002343608976605451
3432.34,-0.002022496428450476
3428.34,-0.0005643334134475405
3424.34,0.0009679331585963081
3420.35,0.0007996547103523532
3416.35,-0.0008439425044832555
3412.35,-0.002077998404320893
3408.35,-0.0021463813345288995
3404.36,-0.0020885495187860743
3400.36,-0.0027274565891241102
3396.36,-0.0035582861992583966
3392.36,-0.0038493650530300803
3388.37,-0.0037094359547664314
3384.37,-0.003579064257515941
3380.37,-0.00356976620464306
3376.37,-0.003679162492719343
3372.37,-0.00395750330752686
3368.38,-0.004169225681581637
3364.38,-0.003867471193773327
3360.38,-0.003058379624238009
3356.38,-0.002168321649629798
3352.39,-0.0012976753399581442
3348.39,-0.00019238884204246545
3344.39,0.0009447899806053519
3340.39,0.0013693348160348357
3336.4,0.0007323082054955624
3332.4,-0.0004669143088438341
3328.4,-0.0016712412853646683
3324.4,-0.0028560739848297314
3320.41,-0.003912227934590048
3316.41,-0.004124353016743952
3312.41,-0.002975621622789393
3308.41,-0.001135444810640243
3304.42,0.00011856745950481676
3300.42,0.00021841486447500785
3296.42,-0.00040019711530478805
3292.42,-0.001105893761921466
3288.42,-0.001758399753813455
3284.43,-0.0025473223001299256
3280.43,-0.003452507659256881
3276.43,-0.004109492051995612
3272.43,-0.004121654960489537
3268.44,-0.003502394153253197
3264.44,-0.0027325124150706062
3260.44,-0.002333597396456946
3256.44,-0.002472974014211215
3252.45,-0.0030064195368866772
3248.45,-0.003714257076540423
3244.45,-0.0042743427583265495
3240.45,-0.00424416990602587
3236.46,-0.003536414442501843
3232.46,-0.0027022639962072503
3228.46,-0.0022166259669014164
3224.46,-0.0019254060451617348
3220.47,-0.001722446060260326
3216.47,-0.0021746458471576914
3212.47,-0.0036965846178078445
3208.47,-0.005254405080992866
3204.47,-0.0050896176799430995
3200.48,-0.003127550819592097
3196.48,-0.0012910164972221195
3192.48,-0.0010167580456491119
3188.48,-0.0016223207937899682
3184.49,-0.0017777093159087741
3180.49,-0.001463914835076522
3176.49,-0.0012915696094836103
3172.49,-0.0009798073306571083
3168.5,-2.5065791425425867e-05
3164.5,0.0008412349236190672
3160.5,0.0004396193010941656
3156.5,-0.0008236828356219662
3152.51,-0.0012975166464452743
3148.51,-0.0005685080583529537
3144.51,-0.00010088307151766721
3140.51,-0.0009950152188224232
3136.52,-0.0024153192581698895
3132.52,-0.003052543490932523
3128.52,-0.0028837843684915735
3124.52,-0.0026344969241854734
3120.53,-0.0023943603429465036
3116.53,-0.0017912691143188474
3112.53,-0.001113488269481592
3108.53,-0.001025891833769731
3104.53,-0.0014472873971221464
3100.54,-0.0017461901878538008
3096.54,-0.00177108867831843
3092.54,-0.001844449802718894
3088.54,-0.001966561350199787
3084.55,-0.001917581408657484
3080.55,-0.0019888494328407494
3076.55,-0.0027161812153096787
3072.55,-0.003818998067166363
3068.56,-0.00428846668957228
3064.56,-0.003728817888752412
3060.56,-0.0028374503244333648
3056.56,-0.002306689289882235
3052.57,-0.0020894547480036466
3048.57,-0.002083997564373667
3044.57,-0.0026444807840704074
3040.57,-0.003807363042505087
3036.58,-0.004689181542808475
3032.58,-0.004444665367370353
3028.58,-0.0034703141974123555
3024.58,-0.0028522598248026387
3020.58,-0.0028839599111424785
3016.59,-0.0029065771166146724
3012.59,-0.0024818314795128802
3008.59,-0.001981161836347071
3004.59,-0.001848504906351761
3000.6,-0.0019710886391170464
2996.6,-0.0020604158052012476
2992.6,-0.0021503605269580952
2988.6,-0.002428523340609753
2984.61,-0.002837830365911706
2980.61,-0.003196097869353547
2976.61,-0.003496587790402753
2972.61,-0.003761281004582348
2968.62,-0.0037885512012604326
2964.62,-0.0033843542918222252
2960.62,-0.0027543762776130417
2956.62,-0.002305758675223625
2952.63,-0.002098421702403083
2948.63,-0.0018223412376012005
2944.63,-0.00137719455805633
2940.63,-0.0011168808804330875
2936.63,-0.0012638468989567794
2932.64,-0.0014007307621792956
2928.64,-0.0009569914058977214
2924.64,-0.00015147965485246912
2920.64,7.114034094554877e-05
2916.65,-0.0006425563160128363
2912.65,-0.0014149380919009484
2908.65,-0.0013138827269287686
2904.65,-0.0005313988438922804
2900.66,-3.389020276974528e-05
2896.66,-0.0003917264881092737
2892.66,-0.001285826898740661
2888.66,-0.002120187416274066
2884.67,-0.0026195267520789578
2880.67,-0.0027523012772912242
2876.67,-0.002510907784993093
2872.67,-0.0020360940757978506
2868.68,-0.0017075659767395827
2864.68,-0.0017862505398859307
2860.68,-0.0020496764249483147
2856.68,-0.001993024160083463
2852.68,-0.0013999785506152967
2848.69,-0.0006383077371150549
2844.69,-0.00031907413464643926
2840.69,-0.0007552358439803424
2836.69,-0.0017378155863244137
2832.7,-0.002655734070912813
2828.7,-0.0029247451253711023
2824.7,-0.0024608465114538958
2820.7,-0.0017291857670053582
