wavenumber,transmittance
4000.0,0.0010779777498060594
3996.0,0.00208666834242154
3992.0,0.0020330065411611835
3988.01,0.0009542568375014187
3984.01,-0.00045761123118542813
3980.01,-0.0016167445207024098
3976.01,-0.0022184560141199953
3972.02,-0.0020523715175008762
3968.02,-0.0012640524098393366
3964.02,-0.0006245295397532554
3960.02,-0.0007547623145114479
3956.03,-0.0013035700732885519
3952.03,-0.0014501271663313862
3948.03,-0.0010796259588332457
3944.03,-0.0008649891700434112
3940.04,-0.0010978323661939345
3936.04,-0.0013199687930110428
3932.04,-0.0011781088215771262
3928.04,-0.0009383634987222648
3924.05,-0.0008466318060136861
3920.05,-0.000690908688931095
3916.05,-0.0004544441513935604
3912.05,-0.0007039148214321003
3908.05,-0.0017422880918754296
3904.06,-0.0028460594367671005
3900.06,-0.0027793815620862556
3896.06,-0.0014764322731047233
3892.06,-2.7256659396080027e-05
3888.07,0.0008023008760642522
3884.07,0.0008013170842679266
3880.07,4.3944234842049376e-05
3876.07,-0.0011339311761814775
3872.08,-0.002140969228086782
3868.08,-0.0024100454028259557
3864.08,-0.0020325141079814402
3860.08,-0.0013687083021019575
3856.09,-0.0003307912226105678
3852.09,0.000904350323430668
3848.09,0.0013048165557693813
3844.09,0.0005006358946066687
3840.1,-0.00036503489292701193
3836.1,0.00018083074232233792
3832.1,0.0017263608481011277
3828.1,0.002547492014578137
3824.11,0.0024879522112495438
3820.11,0.002843236671366428
3816.11,0.0038206601887135145
3812.11,0.0035922796879362512
3808.11,0.0010382255367906241
3804.12,-0.002614901496403285
3800.12,-0.004446697336396484
3796.12,-0.003444489833286361
3792.12,-0.0015587916131844706
3788.13,-0.00023187718710199003
3784.13,0.00019148341937259028
3780.13,-0.0006146803396513535
3776.13,-0.0027730532559924652
3772.14,-0.005307017534230759
3768.14,-0.006562957355016182
3764.14,-0.006246040254082048
3760.14,-0.005776975830580283
3756.15,-0.005973171797839827
3752.15,-0.00573121963620155
3748.15,-0.0035321552500768537
3744.15,-0.00031829680491621314
3740.16,0.0015475479616286327
3736.16,0.0013895360826353706
