wavenumber,transmittance
4000.0,-0.012484496060617856
3996.0,-0.013187489690183723
3992.0,-0.013841704679864009
3988.01,-0.015587661085850042
3984.01,-0.017017141610294825
3980.01,-0.01620004088253747
3976.01,-0.013726687782513
3972.02,-0.011310509544806367
3968.02,-0.009143577943207732
3964.02,-0.006916824142146434
3960.02,-0.005913415517746017
3956.03,-0.007575837641930302
3952.03,-0.01080960041430738
3948.03,-0.013041946450798318
3944.03,-0.013900613882945778
3940.04,-0.01489358403120464
3936.04,-0.016450052708785953
3932.04,-0.01802301430721344
3928.04,-0.0198702476438862
3924.05,-0.02193740434511299
3920.05,-0.022318751953598077
3916.05,-0.0206339063367039
3912.05,-0.02096171717957437
3908.05,-0.027011754588335598
3904.06,-0.03564389710962691
3900.06,-0.038467926849011194
3896.06,-0.034334769578351805
3892.06,-0.030932635623043263
3888.07,-0.03226497025152936
3884.07,-0.03464324430800524
3880.07,-0.03463993801953893
3876.07,-0.03479391964658676
3872.08,-0.03763361477355489
3868.08,-0.04011013294944332
3864.08,-0.038604119597855896
3860.08,-0.035106848147740864
3856.09,-0.03346026057189326
3852.09,-0.03426736911874586
3848.09,-0.03621991046214228
3844.09,-0.03933039409692362
3840.1,-0.042752039350732435
3836.1,-0.04293752662535634
3832.1,-0.03940571103590998
3828.1,-0.03730086086568767
3824.11,-0.03872642243384055
3820.11,-0.03896233633929741
3816.11,-0.03406659027616293
3812.11,-0.029057514074916774
3808.11,-0.0293391366622277
3804.12,-0.031562890124788384
3800.12,-0.027861734334279797
3796.12,-0.019200450253487447
3792.12,-0.014244937171601819
3788.13,-0.015863785702941873
3784.13,-0.01978086532787865
3780.13,-0.021417368619171356
3776.13,-0.021374289009258605
3772.14,-0.02249521100375149
3768.14,-0.025106761067915442
3764.14,-0.028264782276918265
3760.14,-0.03307364480039607
3756.15,-0.04142379991107672
3752.15,-0.05232538609284362
3748.15,-0.06115306528960053
3744.15,-0.06486383997940254
3740.16,-0.06480150516377055
3736.16,-0.06202596168354517
3732.16,-0.0564300484023492
3728.16,-0.04951259268858961
3724.16,-0.044135769954416454
3720.17,-0.042103027623105735
3716.17,-0.04268935299123678
3712.17,-0.042114489486287154
3708.17,-0.03622058037029765
3704.18,-0.026770611236235666
3700.18,-0.02083837387098435
3696.18,-0.022645819755112453
3692.18,-0.02858686051923871
3688.19,-0.03087078611222792
3684.19,-0.028662264332532397
3680.19,-0.02853279708915893
3676.19,-0.03196619009212556
3672.2,-0.03053504838983978
3668.2,-0.02049338679180969
3664.2,-0.012649383753628271
3660.2,-0.016660353400803844
3656.21,-0.03157692216694231
3652.21,-0.04522841386581811
3648.21,-0.04345244979959235
3644.21,-0.030933626695358558
3640.21,-0.022002449534885914
3636.22,-0.021226178210336104
3632.22,-0.025139656529465988
3628.22,-0.028599484618446157
3624.22,-0.029682087547127527
3620.23,-0.029753292754119517
3616.23,-0.029055629994177948
3612.23,-0.025612331129273674
3608.23,-0.019133487015955943
3604.24,-0.013579896388438182
3600.24,-0.013345456386438486
3596.24,-0.01877968292049842
3592.24,-0.02528883494688969
3588.25,-0.026415535024884834
3584.25,-0.020753102669713946
3580.25,-0.013605743795794784
3576.25,-0.010390964791950364
3572.26,-0.011789493514423257
3568.26,-0.01419547965021379
3564.26,-0.013637654270209461
3560.26,-0.010406498203637997
3556.26,-0.0076103794307915045
3552.27,-0.006335105822893959
3548.27,-0.004886449309470464
3544.27,-0.001818687768619074
3540.27,0.001446898377835298
3536.28,0.0025592660827218894
3532.28,0.0016961659358669234
3528.28,0.0017246985866931144
3524.28,0.005240098797281122
3520.29,0.011113734319785547
3516.29,0.015183377707486912
3512.29,0.014720402327537158
3508.29,0.011485116544029925
3504.3,0.010353023650313828
3500.3,0.01415858665877109
3496.3,0.020195386023396333
3492.3,0.023314176884235916
3488.31,0.02151168760148863
3484.31,0.017200394549712804
3480.31,0.014065575187417106
3476.31,0.013711429078387637
3472.32,0.015230152498917404
3468.32,0.016838690030773443
3464.32,0.016970521513774515
3460.32,0.015161828188261143
3456.32,0.012671635629638078
3452.33,0.01133116895265593
3448.33,0.011651618123643792
3444.33,0.012726717226137274
3440.33,0.014321875986700152
3436.34,0.017131645700213943
3432.34,0.020658682907671734
3428.34,0.02284271014164021
3424.34,0.022582221511748303
3420.35,0.02134124787877168
3416.35,0.021364979164800693
3412.35,0.02321266671824484
3408.35,0.02574966210086024
3404.36,0.027573245585831272
3400.36,0.027644290327380795
3396.36,0.0255953814785783
3392.36,0.02245103321849968
3388.37,0.020189934808376872
3384.37,0.01963809208518537
3380.37,0.01971997564858667
3376.37,0.019429911150114908
3372.37,0.01904526528487614
3368.38,0.01878800290822864
3364.38,0.018038400776089182
3360.38,0.017131421741803033
3356.38,0.017943434879771916
3352.39,0.021037235294433222
3348.39,0.023808644978992703
3344.39,0.02365997276578432
3340.39,0.021492520260716623
3336.4,0.020096167241100797
3332.4,0.020227181405071338
3328.4,0.020306067732346167
3324.4,0.019356518768423314
3320.41,0.017793640728085543
3316.41,0.01585008858164196
3312.41,0.013681414499466481
3308.41,0.01288629324412274
3304.42,0.015070302485317766
3300.42,0.018555206630542703
3296.42,0.019510777010503196
3292.42,0.01694030254562904
3288.42,0.014055933920341821
3284.43,0.013669099349146667
3280.43,0.014438010130031442
3276.43,0.013741293648574135
3272.43,0.01183473340349944
3268.44,0.010779710290847677
3264.44,0.010844744564408048
3260.44,0.010621338443099499
3256.44,0.009972454280423322
3252.45,0.010278918734786553
3248.45,0.011773039042174631
