wavenumber,transmittance
4000.0,-0.0006765587450692379
3996.0,-0.001461566331265267
3992.0,-0.0026123404916039723
3988.01,-0.0043614235574457915
3984.01,-0.005459558635458487
3980.01,-0.004456088116833829
3976.01,-0.0016470266151687183
3972.02,0.001510636360998855
3968.02,0.004167968956054866
3964.02,0.006262206128872126
3960.02,0.0075816930372944406
3956.03,0.007709054118356641
3952.03,0.0069323393678077895
3948.03,0.006144942724328198
3944.03,0.005466496535063217
3940.04,0.004360100521950087
3936.04,0.0029663976588765314
3932.04,0.002041134855411896
3928.04,0.0015223196730657215
3924.05,0.00048115087646147367
3920.05,-0.0011656916505093501
3916.05,-0.002316774026750323
3912.05,-0.0026599629400812395
3908.05,-0.0029718092238746733
3904.06,-0.0032451185377160583
3900.06,-0.0023312877044167923
3896.06,-0.00031051691579704
3892.06,0.0008528839915821105
3888.07,0.00013540699345586905
3884.07,-0.000905364015789233
3880.07,-0.00042293166942324544
3876.07,0.0008096993157535912
3872.08,0.000948121992265626
3868.08,0.00038521665488882423
3864.08,0.0015069357286275936
3860.08,0.004796507790010761
3856.09,0.007396614096286337
3852.09,0.00611953719777879
3848.09,0.0020424651374263613
3844.09,-0.0010303300546320882
3840.1,-0.0014839301012502869
3836.1,-0.0007605813443391806
3832.1,-0.0012612529890316938
3828.1,-0.0029464789468721755
3824.11,-0.0036658033533917963
3820.11,-0.002088232811277844
3816.11,0.00026357987693165604
3812.11,0.0012589252279053245
3808.11,0.0016756467174872884
3804.12,0.00364075980091954
3800.12,0.006774169642963046
3796.12,0.007766266749243929
3792.12,0.005391307859503013
3788.13,0.0017071534635512357
3784.13,-0.0006126107760840516
3780.13,-0.0004414369906408774
3776.13,0.0012238754374814017
3772.14,0.0028616491442796706
3768.14,0.003590431868546482
3764.14,0.003244891698203791
3760.14,0.0022760793909727514
3756.15,0.0011291909786221982
3752.15,-0.0005557034079304762
3748.15,-0.00331670051834685
3744.15,-0.006012424880353317
3740.16,-0.006762441581761929
3736.16,-0.005618275997447027
3732.16,-0.004572678379932155
3728.16,-0.004860432081042291
3724.16,-0.0057833815292954015
3720.17,-0.006528849488740522
3716.17,-0.0069869153011976794
3712.17,-0.006464684551429006
3708.17,-0.0035375807741228147
3704.18,0.0011511384035464633
3700.18,0.004462828603713192
3696.18,0.0044447882172709684
3692.18,0.0028459132490061697
3688.19,0.0034366206495081153
3684.19,0.00694784227933497
3680.19,0.010688456259939163
3676.19,0.012899028684724808
3672.2,0.013903104521848158
3668.2,0.013581468478745641
3664.2,0.010810643852072399
3660.2,0.005273191924888803
3656.21,-0.0014627440384895585
3652.21,-0.005321151017756848
3648.21,-0.0032424799122558945
3644.21,0.0012051316004759837
3640.21,0.003406352413861387
3636.22,0.0031675607912867265
3632.22,0.002505085064031776
3628.22,0.0030529757708825695
3624.22,0.004663424608922663
3620.23,0.006409567640255356
3616.23,0.008306783189138363
3612.23,0.010754258136850613
3608.23,0.01294682843183885
3604.24,0.013128493780795468
3600.24,0.010463304694504965
3596.24,0.005851170643963475
3592.24,0.0015212445898530802
3588.25,-0.00014719652843851538
3584.25,0.0013142090279791
3580.25,0.00416177745121548
3576.25,0.006794244006760719
3572.26,0.00888546434362979
3568.26,0.010256215196650393
3564.26,0.010110959649947798
3560.26,0.008276833646693202
3556.26,0.006401918496745025
3552.27,0.006528956645416068
3548.27,0.008722758079190656
3544.27,0.010645535501892619
3540.27,0.01050641351908074
3536.28,0.009438711811799285
3532.28,0.009841673646306177
3528.28,0.01279832402489291
3524.28,0.017672019625633976
3520.29,0.022900310811953633
3516.29,0.02621878970224888
3512.29,0.02560819687292029
3508.29,0.021681801837052764
3504.3,0.018434120359906984
3500.3,0.01934239755835497
3496.3,0.022965914169203197
3492.3,0.024857850498121194
3488.31,0.023006571809190246
3484.31,0.01926705110499866
3480.31,0.01647732643937818
3476.31,0.015794656017461328
3472.32,0.01667430426951907
3468.32,0.017892020963209885
3464.32,0.017958650174953957
3460.32,0.01631926250702169
3456.32,0.014449735306832315
3452.33,0.014218326215597888
3448.33,0.015413655410613875
3444.33,0.016347220740399918
3440.33,0.017055677192731728
3436.34,0.019225673974751098
3432.34,0.022951837331041985
3428.34,0.026034859443315333
3424.34,0.026784034927663743
3420.35,0.025906321411900975
3416.35,0.025223652979019916
3412.35,0.025898283628677493
3408.35,0.028123432102415184
3404.36,0.03100703563382255
3400.36,0.03240541831436929
3396.36,0.030571764125687784
3392.36,0.02662206651422409
3388.37,0.023700200837220842
3384.37,0.023260377183758882
3380.37,0.02392055015292322
3376.37,0.024222502433623706
3372.37,0.024284376666608064
3368.38,0.024174439219633966
3364.38,0.02319412105737769
3360.38,0.02206506319161747
3356.38,0.023119948248226385
3352.39,0.02674596402080379
3348.39,0.029895350310187432
3344.39,0.0300944754846495
3340.39,0.02868787512315663
3336.4,0.028280857422201166
3332.4,0.028922217201984377
3328.4,0.02885902241998307
3324.4,0.027673873351572714
3320.41,0.02618102106261789
3316.41,0.024427710967892164
3312.41,0.022392183918470338
3308.41,0.02182049267489259
3304.42,0.02428214912338221
3300.42,0.027801022181266816
3296.42,0.028615876435488623
3292.42,0.026174841598540922
3288.42,0.023715786931213557
3284.43,0.023485041854731565
3280.43,0.0238482876693184
3276.43,0.022572482611702596
3272.43,0.0202443374701389
3268.44,0.018732878008902863
3264.44,0.018226155412423433
3260.44,0.01776834847271948
3256.44,0.01747665980801177
3252.45,0.01819103316573093
3248.45,0.019556512397434823
3244.45,0.020306021343512247
3240.45,0.02020628286701251
3236.46,0.020313953776940154
3232.46,0.021306222220639208
3228.46,0.02250093689712068
3224.46,0.022686031895060434
3220.47,0.021487221997380554
3216.47,0.019707851947073758
3212.47,0.018494408386508593
3208.47,0.018127179085408226
3204.47,0.017825743820330205
3200.48,0.01707612842318168
3196.48,0.016722462209978577
3192.48,0.01788523349574942
3188.48,0.01996350111936697
3184.49,0.02095362098753986
3180.49,0.02006116717929245
3176.49,0.018711780397430065
3172.49,0.01842359490773065
3168.5,0.018825464431279915
3164.5,0.01883693018635628
3160.5,0.018707057739300436
3156.5,0.019458631506106307
3152.51,0.020862162404102148
3148.51,0.02153807039844227
3144.51,0.02086157312278449
3140.51,0.019603934236738528
3136.52,0.01853903597057434
3132.52,0.017503945827565055
3128.52,0.01640684644295718
3124.52,0.01611441711753811
3120.53,0.017388234537576455
3116.53,0.019447453794089763
3112.53,0.02046971136843323
3108.53,0.019683291108171335
3104.53,0.018350933689518508
3100.54,0.018281113551418003
3096.54,0.019792175168493336
3092.54,0.021662385984664797
3088.54,0.022966793312866777
3084.55,0.02412938149627199
3080.55,0.02596115960597983
3076.55,0.02820892878268468
3072.55,0.02980402680073097
3068.56,0.030375779830276606
3064.56,0.030659731440923554
3060.56,0.031240091506449498
3056.56,0.03168730316318397
3052.57,0.03146219772731155
3048.57,0.031042105871037458
3044.57,0.03158547877525828
3040.57,0.034213122181752945
3036.58,0.04059032582626146
3032.58,0.05314513831211424
3028.58,0.07209029761578874
3024.58,0.09135106843069633
3020.58,0.09988649179845337
3016.59,0.09086272436374747
3012.59,0.06948734873304732
3008.59,0.0478381735723854
3004.59,0.03368067845447714
3000.6,0.026904471581887208
2996.6,0.02375588506213565
2992.6,0.021754721040653686
2988.6,0.02054605220143911
2984.61,0.020028316371767194
2980.61,0.019597730115626665
2976.61,0.018991707884597205
2972.61,0.018513293596692314
2968.62,0.018307545458110457
2964.62,0.018152345349217912
2960.62,0.01796039365385172
2956.62,0.01784184446189128
2952.63,0.017706066895044892
2948.63,0.017374747980265795
2944.63,0.01711430086681923
