wavenumber,transmittance
4000.0,-0.0017817796231803084
3996.0,-0.003967694083228364
3992.0,-0.006417507187183471
3988.01,-0.00916437316810324
3984.01,-0.01059955491555996
3980.01,-0.00921562133292485
3976.01,-0.005835678882625152
3972.02,-0.0024383642812559397
3968.02,0.0002117367516978848
3964.02,0.002500127583577516
3960.02,0.004305626006877491
3956.03,0.004851230450067605
3952.03,0.004155840549032425
3948.03,0.00329735562528853
3944.03,0.0028353386975861344
3940.04,0.0024796694904870927
3936.04,0.0022258196194436843
3932.04,0.0024046889983848725
3928.04,0.0026860625278894517
3924.05,0.002313088355980487
3920.05,0.0014827907549337044
3916.05,0.0011073147946058172
3912.05,0.0009148757937826657
3908.05,-0.00029721726880001123
3904.06,-0.002464217659881353
3900.06,-0.0037376240136285364
3896.06,-0.0034740115903804493
3892.06,-0.003590582048845459
3888.07,-0.00524268230756753
3884.07,-0.0067688695960213974
3880.07,-0.00621417642549268
3876.07,-0.004317130145724151
3872.08,-0.002879289620288447
3868.08,-0.0018664662692649478
3864.08,0.000275749046908476
3860.08,0.0036660868408474987
3856.09,0.006029246499167926
3852.09,0.005062934700107434
3848.09,0.0019618001684614528
3844.09,3.213849820311966e-05
3840.1,0.000573677064212691
3836.1,0.0017542049040028772
3832.1,0.0006184148069001709
3828.1,-0.0026764993823071423
3824.11,-0.004977495452548055
3820.11,-0.003652436207889574
3816.11,8.700715817318705e-06
3812.11,0.002399507655394829
3808.11,0.0031185107579861206
3804.12,0.004477737387468859
3800.12,0.007115975811501014
3796.12,0.008402315288715743
3792.12,0.006855644392797708
3788.13,0.004082557906120058
3784.13,0.0023566968689872894
3780.13,0.0023844080552090892
3776.13,0.003114740123714715
3772.14,0.003567124252239937
3768.14,0.0035910740663268065
3764.14,0.003150212902593181
3760.14,0.0020045495054585617
3756.15,-2.0294802591915022e-05
3752.15,-0.0029370312026714847
3748.15,-0.006139516343857681
3744.15,-0.008119598031849175
3740.16,-0.007986041744030671
3736.16,-0.006462152959638605
3732.16,-0.005161225687749473
3728.16,-0.004903023540148917
3724.16,-0.005416489317628321
3720.17,-0.0065352927561337145
3716.17,-0.008068646501964741
3712.17,-0.008565506972516053
3708.17,-0.006182491248563305
3704.18,-0.0020855575048057584
3700.18,0.0001644252850436952
3696.18,-0.0008392083143058017
3692.18,-0.002375427336841967
3688.19,-0.0005350202030424906
3684.19,0.004299339553536245
3680.19,0.00856279799179475
3676.19,0.010816276945825643
3672.2,0.012161754125075306
3668.2,0.012411386881997642
3664.2,0.009534649658927056
3660.2,0.002612114938456693
3656.21,-0.006956410992648176
3652.21,-0.014556045075104615
3648.21,-0.015437590355849008
3644.21,-0.01204169675913953
3640.21,-0.009584169785466425
3636.22,-0.009012845530770721
3632.22,-0.008446264905091847
3628.22,-0.006244805277238147
3624.22,-0.0028164705343034207
3620.23,0.0007019975825515481
3616.23,0.004313455349516564
3612.23,0.008151403845557305
3608.23,0.01085918921656034
3604.24,0.010469302008914954
3600.24,0.006535021223308464
3596.24,0.0004761030000751745
3592.24,-0.005144340582118588
3588.25,-0.007755734164184786
3584.25,-0.006878419923707323
3580.25,-0.00438988178651751
3576.25,-0.002106907733202867
3572.26,-0.0005762933376823539
3568.26,-4.42487328022368e-05
3564.26,-0.0010562195032409638
3560.26,-0.003301698128792341
3556.26,-0.004967176196822996
3552.27,-0.004417177841048388
3548.27,-0.0021966234460495376
3544.27,-0.0008337276018127621
3540.27,-0.0017625745664243777
3536.28,-0.0035955728189766252
3532.28,-0.0042188267288218095
3528.28,-0.002937263139510256
3524.28,-9.257661759489446e-05
3520.29,0.0036663496485008973
3516.29,0.006596062696198446
3512.29,0.006403805613473743
3508.29,0.00307685018543767
3504.3,0.0002709052041844794
3500.3,0.001550696147589169
3496.3,0.005629101264798232
3492.3,0.007922709812550423
3488.31,0.006088594787945199
3484.31,0.001914425448028969
3480.31,-0.001367588154497047
3476.31,-0.0021267179321818913
3472.32,-0.0009476130209124311
3468.32,0.00030525176996204907
3464.32,-0.0003505902960781807
3460.32,-0.0031505412453115
3456.32,-0.005777504516097855
3452.33,-0.005921587921974319
3448.33,-0.004055023352411336
3444.33,-0.0023130960291357764
3440.33,-0.0008012227670067314
3436.34,0.0021234978141459722
3432.34,0.006260524782113042
3428.34,0.009098358778157031
3424.34,0.009171499649546475
3420.35,0.007851872978956533
3416.35,0.007190982392565157
3412.35,0.007777662940582877
3408.35,0.00925655373543844
3404.36,0.011057102106504676
3400.36,0.011962176108961033
3396.36,0.010667915498278165
3392.36,0.007788990515395317
3388.37,0.0057505795472983555
3384.37,0.00583138428936994
3380.37,0.006924956426560419
3376.37,0.007802064715774248
3372.37,0.008518745782754304
3368.38,0.008958638329362025
3364.38,0.008298432712605308
3360.38,0.007310989340944566
3356.38,0.008649127887480103
3352.39,0.0131400463389584
3348.39,0.017878190915198426
3344.39,0.020044911303926893
3340.39,0.02041331833671488
3336.4,0.02124821041166655
3332.4,0.02263089702410588
3328.4,0.023021640755226676
3324.4,0.022171978821424895
3320.41,0.020909822487491656
3316.41,0.019223206655053848
3312.41,0.01705322798495483
3308.41,0.016117820612815328
3304.42,0.018010292721933812
3300.42,0.020827926937629297
3296.42,0.02094824827231269
3292.42,0.018035605059981343
3288.42,0.015478640147001343
3284.43,0.01539324350152487
3280.43,0.015832514891660727
3276.43,0.014421135155426926
3272.43,0.011896580335660083
3268.44,0.010233389274411692
3264.44,0.009431242594383916
3260.44,0.00835424043671303
3256.44,0.007307719743853918
3252.45,0.007499803148200078
3248.45,0.008672208712772312
3244.45,0.00938175053386287
3240.45,0.009293615390658297
3236.46,0.009469585944080382
3232.46,0.010490527335428105
3228.46,0.011574917306259312
3224.46,0.01168656542922748
3220.47,0.010695985483616211
3216.47,0.009288629599578406
3212.47,0.008227962383244785
3208.47,0.007762767437135843
3204.47,0.007500314826087304
3200.48,0.007065637082043898
3196.48,0.006902029340676849
3192.48,0.007823480279074497
3188.48,0.009480883217721964
3184.49,0.01021294358171985
3180.49,0.009103422966533504
3176.49,0.007345043746817545
3172.49,0.006717365192989858
3168.5,0.007367676175307004
3164.5,0.008218979315779014
3160.5,0.008943271568558628
3156.5,0.010103936822908688
3152.51,0.011524111120875435
3148.51,0.012030460896395425
3144.51,0.01109111316739815
3140.51,0.009588185778763091
3136.52,0.008472220427710191
3132.52,0.007623776279411246
3128.52,0.006795890465825437
3124.52,0.006750081107292577
3120.53,0.008322517424438338
3116.53,0.010732081725562568
3112.53,0.012001158494135331
3108.53,0.011260352229689866
3104.53,0.009871014974802257
3100.54,0.009792369327921789
3096.54,0.011392424313447313
3092.54,0.013520157354769356
3088.54,0.015409760607465557
3084.55,0.017416077182666485
3080.55,0.01990666788323077
3076.55,0.022269170854798397
3072.55,0.023645832618249627
3068.56,0.02424152453966977
3064.56,0.025048816065335305
3060.56,0.02635939296196241
3056.56,0.02734996800216679
3052.57,0.027344081935086594
3048.57,0.0268322473108522
3044.57,0.02701693735500714
3040.57,0.029141926894167846
3036.58,0.03496869526029652
3032.58,0.046797587807099514
3028.58,0.06477061919248527
3024.58,0.08360351663955273
3020.58,0.09393168299331095
3016.59,0.0897010186677337
3012.59,0.07466513525105976
3008.59,0.05881738733111987
3004.59,0.04921728118887768
3000.6,0.04636292476641774
2996.6,0.04735391510606728
2992.6,0.05020463746519115
2988.6,0.05463215076725275
2984.61,0.06015092622582595
2980.61,0.0652761113217649
2976.61,0.06869780253750238
2972.61,0.0699320311187663
2968.62,0.06884744431649922
2964.62,0.06572754281190797
2960.62,0.06175711546898181
2956.62,0.05842049598232706
2952.63,0.056295883431658665
2948.63,0.05502611308520186
2944.63,0.05432405928864339
2940.63,0.054313128768996244
2936.63,0.054819753880082735
2932.64,0.05495651124772162
2928.64,0.05382048670949276
2924.64,0.05124418260323157
2920.64,0.04772984380764566
2916.65,0.04404697169187374
2912.65,0.04080972249027607
2908.65,0.03815206500463004
2904.65,0.035807962859360935
2900.66,0.03358217156085721
2896.66,0.03170303993297551
2892.66,0.030526621221349495
2888.66,0.029934011110320704
2884.67,0.029390663334598423
2880.67,0.028597511647028357
2876.67,0.02768184907748795
2872.67,0.026710100647712304
2868.68,0.0254964872044837
2864.68,0.024128963691166138
2860.68,0.023221667393985
2856.68,0.02319445081696392
2852.68,0.023578956759089404
2848.69,0.023520434415139388
2844.69,0.022824127142458323
2840.69,0.021898176921491246
2836.69,0.020905676815340342
2832.7,0.019767807085941017
2828.7,0.01881952232790345
2824.7,0.018640172747175564
2820.7,0.019071539151000277
2816.71,0.019202328827569795
2812.71,0.01864828018309702
2808.71,0.018165732537906435
2804.71,0.018438179612798263
2800.72,0.018882263223940782
2796.72,0.01847363136756002
2792.72,0.017300464815064594
2788.72,0.016438344822480352
2784.73,0.016365775321695534
2780.73,0.016430635726175268
2776.73,0.0161340846984533
2772.73,0.016026117833637193
2768.74,0.016742641815222545
2764.74,0.017773159194899513
2760.74,0.017951846567554098
2756.74,0.016932804880526918
2752.74,0.015569430042226188
2748.75,0.014801325328326169
2744.75,0.014735936619804817
2740.75,0.014941326118396362
2736.75,0.015141107891841542
2732.76,0.015338870189752777
2728.76,0.015528942432560127
2724.76,0.015634566020683447
2720.76,0.01568605973817836
2716.77,0.015851136129388436
2712.77,0.016237708511890082
2708.77,0.016730939855088316
2704.77,0.01702906619928384
2700.78,0.01688994636559251
2696.78,0.016453019218983785
2692.78,0.016241550467662777
2688.78,0.016653438910740444
2684.79,0.017482598630746447
2680.79,0.018214000660609166
2676.79,0.018810991512364705
2672.79,0.019829218060264373
2668.79,0.02155176888194622
2664.8,0.023365981795354544
2660.8,0.024371055947941114
2656.8,0.024397760482451264
2652.8,0.02408769097686352
2648.81,0.024032804473958252
2644.81,0.02410487267111669
2640.81,0.02382117478162198
2636.81,0.023048201166151687
2632.82,0.02214169299895246
2628.82,0.021745582747962955
2624.82,0.022549680839875158
2620.82,0.024701004888224184
2616.83,0.02720182704084471
2612.83,0.028357727290098465
2608.83,0.027374382738268352
